image,image_type,method,yeast_label,area_px,centroid_y,centroid_x,mean_green_intensity,mean_red_intensity,red_overlap_area_px,red_overlap_fraction,red_positive_threshold,red_positive_by_intensity,red_positive_by_overlap_or_centroid,red_positive,red_centroids_inside_yeast,nearest_red_centroid_distance_px
yeast_cyano_3.czi,combined,watershed,16,264,296.155303030303,270.50757575757575,105.96969696969697,2.4166666666666665,0,0.0,1.0,True,False,False,0,28.095066032468875
yeast_cyano_3.czi,combined,watershed,17,185,130.12432432432433,32.956756756756754,81.78378378378379,2.0054054054054054,0,0.0,1.0,True,False,False,0,22.54723790903258
yeast_cyano_3.czi,combined,watershed,18,286,311.1643356643357,263.4125874125874,102.52097902097903,2.2447552447552446,0,0.0,1.0,True,False,False,0,41.81711055380324
yeast_cyano_3.czi,combined,watershed,19,178,218.47191011235955,415.9438202247191,92.01123595505618,1.9775280898876404,0,0.0,1.0,True,False,False,0,49.061695067231405
yeast_cyano_3.czi,combined,watershed,20,83,506.96385542168673,270.49397590361446,86.25301204819277,3.216867469879518,0,0.0,1.0,True,False,False,0,63.61981705039981
yeast_cyano_3.czi,combined,watershed,21,108,209.16666666666666,396.64814814814815,128.25,1.1018518518518519,0,0.0,1.0,True,False,False,0,28.246083894001185
yeast_cyano_3.czi,combined,watershed,22,84,228.9404761904762,56.25,73.97619047619048,1.4880952380952381,0,0.0,1.0,True,False,False,0,46.9458472565753
yeast_cyano_3.czi,combined,watershed,23,117,201.0,412.7521367521368,118.73504273504274,2.3076923076923075,0,0.0,1.0,True,False,False,0,38.215196095957644
yeast_cyano_3.czi,combined,watershed,24,77,218.62337662337663,404.1038961038961,101.97402597402598,1.5974025974025974,0,0.0,1.0,True,False,False,0,40.208168553992216
yeast_cyano_3.czi,combined,watershed,25,93,114.13978494623656,496.4731182795699,90.55913978494624,9.698924731182796,25,0.26881720430107525,1.0,True,True,True,0,9.248899754136806
yeast_cyano_3.czi,combined,watershed,26,89,122.20224719101124,489.2808988764045,89.88764044943821,13.460674157303371,31,0.34831460674157305,1.0,True,True,True,0,8.855865537922364
yeast_cyano_3.czi,combined,watershed,27,177,126.58757062146893,503.361581920904,95.92655367231639,14.11864406779661,66,0.3728813559322034,1.0,True,True,True,0,6.252802736110724
yeast_cyano_3.czi,combined,watershed,28,285,282.0280701754386,228.16491228070174,117.07719298245614,0.4070175438596491,0,0.0,1.0,False,False,False,0,47.53913736501394
yeast_cyano_3.czi,combined,watershed,29,83,188.78313253012047,404.1807228915663,100.02409638554217,0.5542168674698795,0,0.0,1.0,False,False,False,0,27.91575391349891
yeast_cyano_3.czi,combined,watershed,30,83,194.40963855421685,123.59036144578313,117.20481927710843,1.6385542168674698,0,0.0,1.0,True,False,False,0,11.734654782656367
yeast_cyano_3.czi,combined,watershed,31,69,244.3768115942029,15.73913043478261,78.85507246376811,9.173913043478262,13,0.18840579710144928,1.0,True,True,True,0,11.788478551458699
yeast_cyano_3.czi,combined,watershed,32,84,345.48809523809524,396.0,109.60714285714286,0.27380952380952384,0,0.0,1.0,False,False,False,0,11.124992038010882
yeast_cyano_3.czi,combined,watershed,33,67,144.49253731343285,68.19402985074628,86.50746268656717,8.567164179104477,11,0.16417910447761194,1.0,True,True,True,0,7.40275506763789
yeast_cyano_3.czi,combined,watershed,34,67,191.88059701492537,387.32835820895525,91.6268656716418,1.9104477611940298,0,0.0,1.0,True,False,False,0,11.284296221829761
yeast_cyano_4.czi,combined,otsu_global,1,180,93.87777777777778,137.1,49.266666666666666,3.5388888888888888,15,0.08333333333333333,1.0,True,True,True,0,1.3823123806139985
yeast_cyano_4.czi,combined,otsu_global,2,314,149.7579617834395,353.5127388535032,58.347133757961785,4.538216560509555,89,0.28343949044585987,1.0,True,True,True,0,2.564264715065795
yeast_cyano_4.czi,combined,otsu_global,3,780,172.5474358974359,264.05128205128204,72.2025641025641,3.957692307692308,133,0.17051282051282052,1.0,True,True,True,2,8.697425786913557
yeast_cyano_4.czi,combined,otsu_global,4,796,164.21859296482413,420.4258793969849,69.42964824120602,6.434673366834171,399,0.5012562814070352,1.0,True,True,True,1,0.6179550197422738
yeast_cyano_4.czi,combined,otsu_global,5,806,241.6153846153846,327.8126550868486,72.17493796526054,5.306451612903226,277,0.3436724565756824,1.0,True,True,True,1,10.552736965737196
yeast_cyano_4.czi,combined,otsu_global,6,593,246.41821247892074,61.21247892074199,75.78920741989882,7.438448566610456,285,0.4806070826306914,1.0,True,True,True,2,6.713104537314868
yeast_cyano_4.czi,combined,otsu_global,7,367,267.9509536784741,204.43596730245233,60.33787465940055,10.907356948228882,235,0.6403269754768393,1.0,True,True,True,0,1.7686486613543657
yeast_cyano_4.czi,combined,otsu_global,8,842,290.3871733966746,258.44893111638953,97.53800475059383,3.494061757719715,145,0.17220902612826602,1.0,True,True,True,2,8.879847421843996
yeast_cyano_4.czi,combined,otsu_global,9,459,365.281045751634,35.53812636165577,62.57298474945534,2.2962962962962963,42,0.0915032679738562,1.0,True,True,True,0,4.783628553663802
yeast_cyano_4.czi,combined,otsu_global,10,415,369.90361445783134,353.2915662650602,58.52289156626506,2.8289156626506022,42,0.10120481927710843,1.0,True,True,True,0,3.2396123400075925
yeast_cyano_4.czi,combined,otsu_global,11,283,436.12720848056534,150.32508833922262,59.14134275618375,3.204946996466431,36,0.127208480565371,1.0,True,True,True,0,3.3708338619633693
yeast_cyano_4.czi,combined,otsu_global,12,419,458.0859188544153,89.87589498806683,76.68973747016706,6.310262529832936,180,0.4295942720763723,1.0,True,True,True,1,1.5266668865873185
yeast_cyano_4.czi,combined,watershed,1,524,283.7232824427481,256.0687022900763,102.57251908396947,4.4465648854961835,139,0.2652671755725191,1.0,True,True,True,1,1.9008158425847437
yeast_cyano_4.czi,combined,watershed,2,555,176.3063063063063,268.22162162162164,72.28288288288289,4.423423423423423,127,0.22882882882882882,1.0,True,True,True,2,4.507006617098174
yeast_cyano_4.czi,combined,watershed,3,593,240.51939291736932,334.0758853288364,76.00505902192243,5.6053962900505905,202,0.3406408094435076,1.0,True,True,True,1,4.366031761696905
yeast_cyano_4.czi,combined,watershed,4,460,164.18695652173912,412.1347826086957,71.1304347826087,6.532608695652174,238,0.5173913043478261,1.0,True,True,True,1,7.990122659688468
yeast_cyano_4.czi,combined,watershed,5,336,164.26190476190476,431.7767857142857,67.10119047619048,6.300595238095238,161,0.4791666666666667,1.0,True,True,True,0,11.681593526552419
yeast_cyano_4.czi,combined,watershed,6,419,458.0859188544153,89.87589498806683,76.68973747016706,6.310262529832936,180,0.4295942720763723,1.0,True,True,True,1,1.5266668865873185
yeast_cyano_4.czi,combined,watershed,7,318,301.3679245283019,262.37106918238993,89.24213836477988,1.9245283018867925,6,0.018867924528301886,1.0,True,True,True,1,2.3177828630868977
yeast_cyano_4.czi,combined,watershed,8,593,246.41821247892074,61.21247892074199,75.78920741989882,7.438448566610456,285,0.4806070826306914,1.0,True,True,True,2,6.713104537314868
yeast_cyano_4.czi,combined,watershed,9,140,159.2,255.0142857142857,67.17142857142858,2.592857142857143,2,0.014285714285714285,1.0,True,False,False,0,8.03237615354472
yeast_cyano_4.czi,combined,watershed,10,85,169.98823529411766,251.7058823529412,79.96470588235294,3.164705882352941,4,0.047058823529411764,1.0,True,False,False,0,11.044011132983204
yeast_cyano_4.czi,combined,watershed,11,213,244.66666666666666,310.3755868544601,61.51173708920188,4.474178403755869,75,0.352112676056338,1.0,True,True,True,0,5.695117219780566
yeast_cyano_4.czi,combined,watershed,12,132,261.81060606060606,209.63636363636363,62.43181818181818,9.325757575757576,72,0.5454545454545454,1.0,True,True,True,0,9.365907380971217
yeast_cyano_4.czi,combined,watershed,13,134,274.7164179104478,206.97761194029852,63.21641791044776,13.134328358208956,94,0.7014925373134329,1.0,True,True,True,0,7.917369985687716
yeast_cyano_4.czi,combined,watershed,14,107,359.7102803738318,27.299065420560748,58.97196261682243,1.4766355140186915,1,0.009345794392523364,1.0,True,False,False,0,8.120378927642697
yeast_cyano_4.czi,combined,watershed,15,68,353.3529411764706,36.39705882352941,60.411764705882355,2.735294117647059,5,0.07352941176470588,1.0,True,True,True,0,7.218928045744457
yeast_cyano_4.czi,combined,watershed,16,219,372.9634703196347,359.92237442922374,56.4337899543379,2.872146118721461,18,0.0821917808219178,1.0,True,True,True,0,6.483911886819652
yeast_cyano_4.czi,combined,watershed,17,162,147.28395061728395,358.2345679012346,58.70987654320987,4.6234567901234565,55,0.3395061728395062,1.0,True,True,True,0,5.8998227662097
yeast_cyano_4.czi,combined,watershed,18,152,152.39473684210526,348.48026315789474,57.96052631578947,4.447368421052632,34,0.2236842105263158,1.0,True,True,True,0,6.24899153597231
yeast_cyano_4.czi,combined,watershed,19,68,359.55882352941177,350.04411764705884,60.720588235294116,2.3676470588235294,8,0.11764705882352941,1.0,True,True,True,0,3.234124119994363
yeast_cyano_4.czi,combined,watershed,20,78,368.47435897435895,44.743589743589745,72.26923076923077,2.0128205128205128,9,0.11538461538461539,1.0,True,True,True,0,5.244467358066267
yeast_cyano_4.czi,combined,watershed,21,64,374.703125,345.46875,60.09375,3.546875,12,0.1875,1.0,True,True,True,0,8.123950603288133
yeast_cyano_4.czi,combined,watershed,22,97,377.6701030927835,36.0,60.77319587628866,2.8350515463917527,17,0.17525773195876287,1.0,True,True,True,0,5.01034112974498
yeast_cyano_4.czi,combined,watershed,23,62,271.43548387096774,192.82258064516128,53.20967741935484,11.612903225806452,51,0.8225806451612904,1.0,True,True,True,0,10.407260402766308
yeast_cyano_4.czi,combined,watershed,24,109,97.42201834862385,140.39449541284404,51.45871559633027,4.146788990825688,13,0.11926605504587157,1.0,True,True,True,0,5.928692478474716
yeast_cyano_4.czi,combined,watershed,25,64,365.625,341.875,61.765625,2.453125,4,0.0625,1.0,True,False,False,0,2.947914621776543
yeast_cyano_4.czi,combined,watershed,26,87,443.60919540229884,156.1494252873563,65.82758620689656,3.045977011494253,13,0.14942528735632185,1.0,True,True,True,0,6.115903904026372
yeast_cyano_4.czi,combined,watershed,27,85,428.3764705882353,154.48235294117646,54.16470588235294,4.188235294117647,20,0.23529411764705882,1.0,True,True,True,0,6.206970970986509
yeast_cyano_4.czi,combined,watershed,28,79,439.59493670886076,142.8860759493671,59.69620253164557,2.8227848101265822,0,0.0,1.0,True,False,False,0,9.666216939019794
yeast_cyano_5.czi,combined,otsu_global,1,133,5.834586466165414,12.150375939849624,88.04511278195488,7.368421052631579,3,0.022556390977443608,1.0,True,False,False,0,1.3341269895548906
yeast_cyano_5.czi,combined,otsu_global,2,486,7.390946502057613,141.57407407407408,74.37037037037037,12.705761316872428,51,0.10493827160493827,1.0,True,True,True,2,8.743617680423124
yeast_cyano_5.czi,combined,otsu_global,3,1656,51.140700483091784,187.9855072463768,66.91183574879227,7.0144927536231885,41,0.024758454106280192,1.0,True,True,True,2,14.833397065460037
yeast_cyano_5.czi,combined,otsu_global,4,404,5.069306930693069,231.59158415841586,81.66089108910892,6.329207920792079,0,0.0,1.0,True,False,False,0,31.917790638192443
yeast_cyano_5.czi,combined,otsu_global,5,948,19.02426160337553,282.19620253164555,81.20886075949367,7.237341772151899,22,0.023206751054852322,1.0,True,True,True,2,5.180409107748757
yeast_cyano_5.czi,combined,otsu_global,6,553,23.909584086799278,474.05605786618446,60.46654611211573,6.981916817359855,23,0.04159132007233273,1.0,True,True,True,3,7.560190085640218
yeast_cyano_5.czi,combined,otsu_global,7,1917,29.69170579029734,377.5294731351069,58.41627543035994,5.583724569640062,8,0.004173187271778821,1.0,True,True,True,1,13.34204430710879
yeast_cyano_5.czi,combined,otsu_global,8,615,23.68780487804878,41.88292682926829,54.863414634146345,3.832520325203252,0,0.0,1.0,True,False,False,0,28.742585820906108
yeast_cyano_5.czi,combined,otsu_global,9,204,28.32843137254902,3.4950980392156863,84.49509803921569,4.28921568627451,0,0.0,1.0,True,False,False,0,16.203408532109503
yeast_cyano_5.czi,combined,otsu_global,10,69,22.318840579710145,505.30434782608694,59.72463768115942,8.130434782608695,1,0.014492753623188406,1.0,True,False,False,0,6.19445286539704
yeast_cyano_5.czi,combined,otsu_global,11,154,40.857142857142854,227.8181818181818,54.077922077922075,4.0,0,0.0,1.0,True,False,False,0,4.099146520022504
yeast_cyano_5.czi,combined,otsu_global,12,2472,90.9203074433657,319.252427184466,81.78923948220064,6.913430420711974,36,0.014563106796116505,1.0,True,True,True,3,26.00239502803433
yeast_cyano_5.czi,combined,otsu_global,13,159,68.13836477987421,468.20754716981133,68.89308176100629,6.088050314465409,0,0.0,1.0,True,False,False,0,19.13760223768419
yeast_cyano_5.czi,combined,otsu_global,14,97,87.20618556701031,46.41237113402062,54.91752577319588,6.206185567010309,0,0.0,1.0,True,False,False,0,32.27247996910986
yeast_cyano_5.czi,combined,otsu_global,15,346,103.1878612716763,9.523121387283236,74.45375722543352,6.421965317919075,0,0.0,1.0,True,False,False,0,30.878329653598087
yeast_cyano_5.czi,combined,otsu_global,16,567,110.39506172839506,152.4479717813051,67.82186948853615,7.061728395061729,46,0.08112874779541446,1.0,True,True,True,0,23.121507447422882
yeast_cyano_5.czi,combined,otsu_global,17,94,100.08510638297872,349.0744680851064,55.244680851063826,5.180851063829787,0,0.0,1.0,True,False,False,0,23.931172948701803
yeast_cyano_5.czi,combined,otsu_global,18,2925,196.1808547008547,64.60068376068376,80.69333333333333,6.9972649572649575,80,0.02735042735042735,1.0,True,True,True,3,17.05134852931367
yeast_cyano_5.czi,combined,otsu_global,19,818,122.10635696821515,191.34474327628362,82.93398533007336,7.883863080684597,15,0.018337408312958436,1.0,True,True,True,1,4.956357865838353
yeast_cyano_5.czi,combined,otsu_global,20,2485,138.76297786720323,412.20523138833,61.21287726358149,5.204024144869216,0,0.0,1.0,True,False,False,0,35.23007524381632
yeast_cyano_5.czi,combined,otsu_global,21,222,131.6216216216216,261.9054054054054,59.9954954954955,6.963963963963964,5,0.02252252252252252,1.0,True,True,True,1,3.6009280608081515
yeast_cyano_5.czi,combined,otsu_global,22,226,136.94247787610618,16.36725663716814,61.89823008849557,4.707964601769912,0,0.0,1.0,True,False,False,0,10.068315586994773
yeast_cyano_5.czi,combined,otsu_global,23,162,139.23456790123456,493.7037037037037,54.148148148148145,2.9382716049382718,0,0.0,1.0,True,False,False,0,34.776361559455445
yeast_cyano_5.czi,combined,otsu_global,24,532,157.43984962406014,173.84586466165413,69.65225563909775,4.5281954887218046,1,0.0018796992481203006,1.0,True,False,False,0,11.188538367805089
yeast_cyano_5.czi,combined,otsu_global,25,369,155.9620596205962,342.6558265582656,82.88346883468834,4.059620596205962,0,0.0,1.0,True,False,False,0,18.527920862038247
yeast_cyano_5.czi,combined,otsu_global,26,277,170.1046931407942,274.27436823104694,59.371841155234655,4.4765342960288805,0,0.0,1.0,True,False,False,0,5.309798718307156
yeast_cyano_5.czi,combined,otsu_global,27,167,164.125748502994,234.20359281437126,46.9940119760479,4.652694610778443,0,0.0,1.0,True,False,False,0,11.291222253061097
yeast_cyano_5.czi,combined,otsu_global,28,377,171.88328912466844,27.254641909814325,69.96286472148542,6.5782493368700266,18,0.04774535809018567,1.0,True,True,True,2,2.1261294309008996
yeast_cyano_5.czi,combined,otsu_global,29,307,170.64169381107493,208.5928338762215,73.14657980456026,2.237785016286645,0,0.0,1.0,True,False,False,0,18.837089685176483
yeast_cyano_5.czi,combined,otsu_global,30,90,182.0,403.4,63.477777777777774,6.355555555555555,0,0.0,1.0,True,False,False,0,28.278083386255144
yeast_cyano_5.czi,combined,otsu_global,31,447,189.21700223713646,498.93064876957493,59.97539149888143,5.671140939597316,7,0.015659955257270694,1.0,True,True,True,1,3.762487805217986
yeast_cyano_5.czi,combined,otsu_global,32,1762,202.91146424517595,352.69069239500567,100.43984108967084,9.529511918274688,94,0.053348467650397274,1.0,True,True,True,10,2.1553974264862528
yeast_cyano_5.czi,combined,otsu_global,33,348,192.10919540229884,50.60632183908046,75.90517241379311,4.7155172413793105,0,0.0,1.0,True,False,False,0,14.174028259717826
yeast_cyano_5.czi,combined,otsu_global,34,213,189.2394366197183,461.46478873239437,65.67136150234742,7.624413145539906,1,0.004694835680751174,1.0,True,False,False,0,5.022706821300203
yeast_cyano_5.czi,combined,otsu_global,35,316,194.44303797468353,235.56962025316454,80.73417721518987,3.9556962025316458,0,0.0,1.0,True,False,False,0,15.457943901195128
yeast_cyano_5.czi,combined,otsu_global,36,137,203.07299270072994,104.84671532846716,58.72992700729927,6.897810218978102,3,0.021897810218978103,1.0,True,False,False,0,5.428098849947077
yeast_cyano_5.czi,combined,otsu_global,37,530,217.25849056603772,445.0415094339623,74.86603773584906,4.509433962264151,6,0.011320754716981131,1.0,True,True,True,1,18.491526971992943
yeast_cyano_5.czi,combined,otsu_global,38,517,208.95551257253385,206.1218568665377,68.04642166344294,11.02321083172147,68,0.13152804642166344,1.0,True,True,True,3,4.498838428093902
yeast_cyano_5.czi,combined,otsu_global,39,245,217.21632653061224,417.63673469387754,67.4938775510204,13.375510204081632,43,0.17551020408163265,1.0,True,True,True,0,2.354953183640811
yeast_cyano_5.czi,combined,otsu_global,40,198,220.92929292929293,299.4949494949495,68.75252525252525,7.136363636363637,7,0.03535353535353535,1.0,True,True,True,1,3.0437042002708337
yeast_cyano_5.czi,combined,otsu_global,41,299,216.25083612040135,484.40133779264215,59.72909698996656,5.471571906354515,0,0.0,1.0,True,False,False,0,33.55815342634021
yeast_cyano_5.czi,combined,otsu_global,42,370,229.69189189189188,262.9945945945946,75.16486486486487,10.254054054054054,29,0.07837837837837838,1.0,True,True,True,2,0.7507640478637634
yeast_cyano_5.czi,combined,otsu_global,43,414,235.2512077294686,346.0821256038647,99.10628019323671,7.586956521739131,0,0.0,1.0,True,False,False,0,20.195482564201278
yeast_cyano_5.czi,combined,otsu_global,44,531,237.13182674199624,316.2241054613936,94.82297551789077,8.67608286252354,20,0.03766478342749529,1.0,True,True,True,3,5.113865179572743
yeast_cyano_5.czi,combined,otsu_global,45,403,244.24565756823822,191.24069478908189,86.5062034739454,12.002481389578163,51,0.12655086848635236,1.0,True,True,True,0,1.2575953444584598
yeast_cyano_5.czi,combined,otsu_global,46,94,238.06382978723406,499.4148936170213,73.1063829787234,1.9361702127659575,0,0.0,1.0,True,False,False,0,14.446079513807527
yeast_cyano_5.czi,combined,otsu_global,47,310,252.4806451612903,401.28709677419357,76.32903225806452,7.27741935483871,9,0.02903225806451613,1.0,True,True,True,1,1.6926182161368706
yeast_cyano_5.czi,combined,otsu_global,48,133,252.796992481203,495.5338345864662,70.50375939849624,5.2105263157894735,0,0.0,1.0,True,False,False,0,6.150334066482863
yeast_cyano_5.czi,combined,otsu_global,49,113,258.85840707964604,326.9646017699115,55.63716814159292,2.8230088495575223,0,0.0,1.0,True,False,False,0,20.047605920983237
yeast_cyano_5.czi,combined,otsu_global,50,92,263.04347826086956,423.2717391304348,52.22826086956522,6.304347826086956,0,0.0,1.0,True,False,False,0,15.857712220304807
yeast_cyano_5.czi,combined,otsu_global,51,544,278.73161764705884,456.3327205882353,57.18382352941177,6.395220588235294,0,0.0,1.0,True,False,False,0,21.772444734670138
yeast_cyano_5.czi,combined,otsu_global,52,221,281.36199095022624,370.5203619909502,75.86425339366515,4.791855203619909,3,0.013574660633484163,1.0,True,False,False,0,4.666810474150191
yeast_cyano_5.czi,combined,otsu_global,53,3527,305.0981003685852,225.81655798128722,86.42358945279274,9.993762404309612,286,0.08108874397504962,1.0,True,True,True,11,10.60580159610376
yeast_cyano_5.czi,combined,otsu_global,54,364,289.5054945054945,399.34065934065933,65.99450549450549,4.175824175824176,0,0.0,1.0,True,False,False,0,19.966526282056762
yeast_cyano_5.czi,combined,otsu_global,55,216,288.4675925925926,18.88425925925926,65.81018518518519,6.916666666666667,2,0.009259259259259259,1.0,True,False,False,0,2.370971603437576
yeast_cyano_5.czi,combined,otsu_global,56,120,296.225,125.625,61.68333333333333,25.083333333333332,48,0.4,1.0,True,True,True,0,3.5576696260350373
yeast_cyano_5.czi,combined,otsu_global,57,1064,315.89003759398497,483.04135338345867,72.77537593984962,6.900375939849624,9,0.008458646616541353,1.0,True,True,True,1,5.507178147895293
yeast_cyano_5.czi,combined,otsu_global,58,114,308.7105263157895,2.745614035087719,57.6578947368421,3.6491228070175437,0,0.0,1.0,True,False,False,0,22.332839275305048
yeast_cyano_5.czi,combined,otsu_global,59,1308,321.35091743119267,345.7507645259939,74.84556574923548,8.051987767584098,58,0.04434250764525994,1.0,True,True,True,1,4.963893047856507
yeast_cyano_5.czi,combined,otsu_global,60,79,317.32911392405066,15.949367088607595,50.0,12.848101265822784,13,0.16455696202531644,1.0,True,True,True,0,6.575569610961019
yeast_cyano_5.czi,combined,otsu_global,61,414,335.3840579710145,66.14734299516908,104.3719806763285,6.541062801932367,9,0.021739130434782608,1.0,True,True,True,1,1.822098371311736
yeast_cyano_5.czi,combined,otsu_global,62,127,347.09448818897636,255.38582677165354,68.8267716535433,7.039370078740157,3,0.023622047244094488,1.0,True,False,False,0,3.412836894712551
yeast_cyano_5.czi,combined,otsu_global,63,289,347.0034602076125,93.59861591695501,76.67820069204153,6.650519031141869,0,0.0,1.0,True,False,False,0,5.388494240816257
yeast_cyano_5.czi,combined,otsu_global,64,452,346.7300884955752,496.8119469026549,86.64159292035399,4.623893805309734,0,0.0,1.0,True,False,False,0,16.59457720707164
yeast_cyano_5.czi,combined,otsu_global,65,1433,368.5652477320307,14.751570132588974,59.56734124214934,6.397069085833915,0,0.0,1.0,True,False,False,0,19.9355003689131
yeast_cyano_5.czi,combined,otsu_global,66,617,369.33063209076175,366.13776337115075,59.85413290113452,4.985413290113452,0,0.0,1.0,True,False,False,0,14.57560905023488
yeast_cyano_5.czi,combined,otsu_global,67,257,362.8910505836576,285.68482490272373,76.64980544747081,13.27626459143969,19,0.07392996108949416,1.0,True,True,True,2,6.894375355530444
yeast_cyano_5.czi,combined,otsu_global,68,1494,391.0863453815261,302.34404283801877,83.21552878179384,8.603078982597054,37,0.024765729585006693,1.0,True,True,True,3,12.698156532405859
yeast_cyano_5.czi,combined,otsu_global,69,84,366.4047619047619,203.03571428571428,70.17857142857143,5.142857142857143,0,0.0,1.0,True,False,False,0,13.939866197869762
yeast_cyano_5.czi,combined,otsu_global,70,178,374.0842696629214,228.57865168539325,73.62921348314607,6.050561797752809,0,0.0,1.0,True,False,False,0,1.3666513764254158
yeast_cyano_5.czi,combined,otsu_global,71,169,374.0769230769231,96.68047337278107,65.0,8.644970414201184,9,0.05325443786982249,1.0,True,True,True,1,3.259578617339429
yeast_cyano_5.czi,combined,otsu_global,72,102,376.6078431372549,507.9019607843137,73.73529411764706,5.862745098039215,0,0.0,1.0,True,False,False,0,16.32570536115824
yeast_cyano_5.czi,combined,otsu_global,73,733,404.90177353342426,191.22919508867668,109.07230559345157,17.652114597544337,248,0.3383356070941337,1.0,True,True,True,3,8.761322908704535
yeast_cyano_5.czi,combined,otsu_global,74,339,402.5575221238938,155.6165191740413,72.39233038348083,6.038348082595871,0,0.0,1.0,True,False,False,0,20.310196585406313
yeast_cyano_5.czi,combined,otsu_global,75,178,400.9887640449438,344.91011235955057,55.68539325842696,6.415730337078652,0,0.0,1.0,True,False,False,0,29.08815700065948
yeast_cyano_5.czi,combined,otsu_global,76,553,422.05424954792045,96.92224231464738,79.32188065099457,3.6220614828209765,0,0.0,1.0,True,False,False,0,1.5697671200695629
yeast_cyano_5.czi,combined,otsu_global,77,135,412.6,447.2148148148148,61.75555555555555,6.785185185185185,7,0.05185185185185185,1.0,True,True,True,1,8.011566409297858
yeast_cyano_5.czi,combined,otsu_global,78,760,427.4894736842105,397.5763157894737,88.26447368421053,29.330263157894738,181,0.2381578947368421,1.0,True,True,True,4,6.088289194215688
yeast_cyano_5.czi,combined,otsu_global,79,833,439.02400960384153,49.30732292917167,65.48379351740697,6.294117647058823,23,0.027611044417767107,1.0,True,True,True,2,13.633269488153175
yeast_cyano_5.czi,combined,otsu_global,80,587,433.2010221465077,335.72572402044295,88.27086882453152,5.705281090289608,1,0.0017035775127768314,1.0,True,False,False,0,13.371960384148313
yeast_cyano_5.czi,combined,otsu_global,81,206,432.8932038834951,264.3009708737864,83.37864077669903,7.650485436893204,7,0.03398058252427184,1.0,True,True,True,1,3.6881545820554913
yeast_cyano_5.czi,combined,otsu_global,82,120,434.15833333333336,441.81666666666666,54.50833333333333,5.666666666666667,5,0.041666666666666664,1.0,True,True,True,1,1.848516672602379
yeast_cyano_5.czi,combined,otsu_global,83,545,458.2550458715596,222.1908256880734,66.32293577981652,9.508256880733946,25,0.045871559633027525,1.0,True,True,True,3,1.3449241660611089
yeast_cyano_5.czi,combined,otsu_global,84,228,446.0921052631579,6.464912280701754,68.5,3.8464912280701755,0,0.0,1.0,True,False,False,0,33.840061018623494
yeast_cyano_5.czi,combined,otsu_global,85,1290,471.65736434108527,167.27751937984496,67.49302325581395,6.889147286821705,17,0.01317829457364341,1.0,True,True,True,1,16.110789176117535
yeast_cyano_5.czi,combined,otsu_global,86,672,455.2857142857143,283.6979166666667,73.23958333333333,8.910714285714286,22,0.03273809523809524,1.0,True,True,True,1,15.225252574532664
yeast_cyano_5.czi,combined,otsu_global,87,339,446.1474926253687,497.0619469026549,67.63126843657817,4.522123893805309,0,0.0,1.0,True,False,False,0,34.012408467249756
yeast_cyano_5.czi,combined,otsu_global,88,188,461.9414893617021,370.5691489361702,82.29787234042553,6.297872340425532,0,0.0,1.0,True,False,False,0,15.727093375259402
yeast_cyano_5.czi,combined,otsu_global,89,290,465.4448275862069,332.0310344827586,106.05862068965517,5.955172413793103,7,0.02413793103448276,1.0,True,True,True,1,5.979824402601441
yeast_cyano_5.czi,combined,otsu_global,90,98,467.48979591836735,392.16326530612247,66.59183673469387,8.081632653061224,0,0.0,1.0,True,False,False,0,17.033266026935387
yeast_cyano_5.czi,combined,otsu_global,91,215,470.2604651162791,504.3255813953488,58.35813953488372,6.525581395348837,0,0.0,1.0,True,False,False,0,30.5723428022355
yeast_cyano_5.czi,combined,otsu_global,92,641,487.41185647425897,106.29641185647426,60.24492979719189,6.959438377535101,3,0.0046801872074883,1.0,True,False,False,0,9.682196657623855
yeast_cyano_5.czi,combined,otsu_global,93,622,496.951768488746,243.5305466237942,72.88745980707395,6.172025723472669,8,0.012861736334405145,1.0,True,True,True,0,11.321750932127692
yeast_cyano_5.czi,combined,otsu_global,94,301,495.49169435215947,461.8704318936877,97.52159468438538,8.578073089700997,19,0.06312292358803986,1.0,True,True,True,1,1.0323025393453857
yeast_cyano_5.czi,combined,otsu_global,95,222,494.5450450450451,197.44144144144144,64.43693693693693,5.396396396396397,0,0.0,1.0,True,False,False,0,21.26133232083071
yeast_cyano_5.czi,combined,otsu_global,96,384,498.1744791666667,301.2317708333333,85.97135416666667,9.518229166666666,31,0.08072916666666667,1.0,True,True,True,0,0.9965341714411121
yeast_cyano_5.czi,combined,otsu_global,97,107,493.9065420560748,484.1214953271028,57.925233644859816,7.897196261682243,0,0.0,1.0,True,False,False,0,0.6982175185745417
yeast_cyano_5.czi,combined,otsu_global,98,306,502.7875816993464,44.50326797385621,95.0718954248366,11.055555555555555,35,0.11437908496732026,1.0,True,True,True,1,5.677541357149877
yeast_cyano_5.czi,combined,watershed,1,925,293.17945945945945,196.97621621621622,85.4054054054054,9.996756756756756,102,0.11027027027027027,1.0,True,True,True,3,9.488289642950223
yeast_cyano_5.czi,combined,watershed,2,507,384.4812623274162,9.504930966469429,62.349112426035504,8.04733727810651,0,0.0,1.0,True,False,False,0,13.678570161609073
yeast_cyano_5.czi,combined,watershed,3,472,313.77542372881356,202.53813559322035,82.79872881355932,6.487288135593221,6,0.012711864406779662,1.0,True,True,True,1,4.14271146914381
